Assets/_Temp/FrontUI.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/bvFielderPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/catcherPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/crowdPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/pitcher/pitcherBGPrefab1.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/pitcher/pitcherBGPrefab2.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/pitcher/pitcherBGPrefab3.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/pitcher/pitcherBGPrefab4.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/pitcher/pitcherBGPrefab5.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/pitcher/pitcherBGPrefab6.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/pvJudgePrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/BattingViewPrefab/zoneUIPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/Camera/MainCamera.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/ControlUI/ControlUIPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/ControlUI/miniRunner2.prefab: nativeWidgets=3; missingScripts=0
Assets/Resources/MainGame/prefabs/dynamicUI/playballPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/effect/errorCrashPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/effect/fieldCrashPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/eventUI/openingPrefab.prefab: nativeWidgets=53; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/fballPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/fielderPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/fieldViewPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/judgeManagerPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/judgePrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/runnerManagerPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/runnerPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/stadium/stadiumPrefab1.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/stadium/stadiumPrefab12.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/stadium/stadiumPrefab2.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/stadium/stadiumPrefab4.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/stadium/stadiumPrefab5.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/FieldViewPrefab/stadium/stadiumPrefab6.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/finalResultUI/finalResultPrefab.prefab: nativeWidgets=610; missingScripts=11
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_00_loop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_00_oneShot.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_01_loop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_01_oneShot.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_02_loop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_02_oneShot.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_03_loop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_03_oneShot.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_04_loop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_04_oneShot.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_05_loop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_05_oneShot.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_06_loop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_06_oneShot.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_07_loop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_07_oneShot.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_08_loop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_08_oneShot.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_09_loop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/Eff_FireWorks_09_oneShot.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/firework/fireworksPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/gameUI/changePlayerPrefab.prefab: nativeWidgets=21; missingScripts=1
Assets/Resources/MainGame/prefabs/gameUI/consectiveGamePrefab.prefab: nativeWidgets=5; missingScripts=0
Assets/Resources/MainGame/prefabs/gameUI/IngameUIPrefab.prefab: nativeWidgets=1448; missingScripts=0
Assets/Resources/MainGame/prefabs/gameUI/overallNumPrefab.prefab: nativeWidgets=3; missingScripts=0
Assets/Resources/MainGame/prefabs/gameUI/popupBgPrefab.prefab: nativeWidgets=4; missingScripts=0
Assets/Resources/MainGame/prefabs/gameUI/QuitPopupPrefab.prefab: nativeWidgets=9; missingScripts=0
Assets/Resources/MainGame/prefabs/gameUI/traceKPrefab.prefab: nativeWidgets=2; missingScripts=0
Assets/Resources/MainGame/prefabs/gameUI/tracePrefab_h.prefab: nativeWidgets=2; missingScripts=0
Assets/Resources/MainGame/prefabs/gameUI/tracePrefab_p.prefab: nativeWidgets=5; missingScripts=0
Assets/Resources/MainGame/prefabs/gameUI/traceZoneHitPrefab.prefab: nativeWidgets=1; missingScripts=0
Assets/Resources/MainGame/prefabs/Pitch/pitcherPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/Pitch/PitchSystem.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/Pitch/PitchSystemPv.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/player/playerCardPrefab.prefab: nativeWidgets=30; missingScripts=3
Assets/Resources/MainGame/prefabs/QuickUI/actionBuffPrefab.prefab: nativeWidgets=5; missingScripts=0
Assets/Resources/MainGame/prefabs/QuickUI/InstantPlayPrefab.prefab: nativeWidgets=53; missingScripts=1
Assets/Resources/MainGame/prefabs/QuickUI/quickBuffPrefab.prefab: nativeWidgets=5; missingScripts=0
Assets/Resources/MainGame/prefabs/QuickUI/QuickSimulatorPrefab.prefab: nativeWidgets=454; missingScripts=0
Assets/Resources/MainGame/prefabs/QuickUI/simulPlayerNameBar.prefab: nativeWidgets=5; missingScripts=0
Assets/Resources/MainGame/prefabs/QuickUI/simulRecordAtBatPrefab.prefab: nativeWidgets=4; missingScripts=1
Assets/Resources/MainGame/prefabs/resultUI/resultBatterRecordBarPrefab.prefab: nativeWidgets=14; missingScripts=0
Assets/Resources/MainGame/prefabs/resultUI/resultLeagueReaderPrefab.prefab: nativeWidgets=22; missingScripts=3
Assets/Resources/MainGame/prefabs/resultUI/resultPitcherRecordBarPrefab.prefab: nativeWidgets=14; missingScripts=0
Assets/Resources/MainGame/prefabs/resultUI/resultPlayerGrowPrefab.prefab: nativeWidgets=14; missingScripts=0
Assets/Resources/MainGame/prefabs/resultUI/resultPrefab.prefab: nativeWidgets=433; missingScripts=0
Assets/Resources/MainGame/prefabs/resultUI/resultSeasonRewardBarPrefab.prefab: nativeWidgets=6; missingScripts=0
Assets/Resources/MainGame/prefabs/resultUI/rewardLightPrefab.prefab: nativeWidgets=2; missingScripts=0
Assets/Resources/MainGame/prefabs/resultUI/rewardObjPrefab.prefab: nativeWidgets=4; missingScripts=0
Assets/Resources/MainGame/prefabs/Simulator/simulator.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/MainGame/prefabs/skeleton/batter/batterSkelPrefab_girl.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/batter/batterSkelPrefab1.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/batter/batterSkelPrefab2.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/batter/batterSkelPrefab3.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/bvFielder/bvFielderSkeletonPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/bvRunner/bvRunnerSkeletonPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/effect/fieldGroundEffectPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/fielder/fielderSkelPrefab_1.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/fielder/fielderSkelPrefab_2.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/fielder/fielderSkelPrefab_3.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/pBatter/pBatterSkelPrefab1.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/pBatter/pBatterSkelPrefab2.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/pBatter/pBatterSkelPrefab3.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/pCatcher/pCatcherSkelPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/pitcher/pitcherSkelPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/pitcher/pitcherSkelPrefab_girl.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/pPitcher/pPitcherSkelPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skeleton/runner/runnerSkelPrefab.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/bg/bg_Circle.prefab: nativeWidgets=1; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/bg/bg_Earth.prefab: nativeWidgets=1; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/bg/bg_Light.prefab: nativeWidgets=1; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/bg/bg_Line.prefab: nativeWidgets=1; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/bg/bg_Star.prefab: nativeWidgets=2; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/bg/bg_Tornado.prefab: nativeWidgets=2; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10001.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10002.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10003.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10004.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10005.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10006.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10007.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10008.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10009.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10011.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10012.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill10013.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20001.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20002.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20003.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20004.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20005.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20006.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20007.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20008.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20009.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20010.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20011.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20012.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20013.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/prefabs/skillUI/skill20014.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/MainGame/Texture/info.prefab: nativeWidgets=44; missingScripts=6
Assets/Resources/Prefab/GlobalUIManager.prefab: nativeWidgets=2; missingScripts=2
Assets/Resources/Prefab/Items/ButtonAction.prefab: nativeWidgets=2; missingScripts=1
Assets/Resources/Prefab/Items/HitterRecordCell.prefab: nativeWidgets=31; missingScripts=14
Assets/Resources/Prefab/Items/ItemAcqusitionCell.prefab: nativeWidgets=6; missingScripts=3
Assets/Resources/Prefab/Items/ItemIcon.prefab: nativeWidgets=2; missingScripts=1
Assets/Resources/Prefab/Items/ItemIconNameValue.prefab: nativeWidgets=4; missingScripts=1
Assets/Resources/Prefab/Items/PitcherRecordCell.prefab: nativeWidgets=31; missingScripts=14
Assets/Resources/Prefab/Items/PostBoxCell.prefab: nativeWidgets=6; missingScripts=3
Assets/Resources/Prefab/Items/PostBoxItemCell.prefab: nativeWidgets=4; missingScripts=2
Assets/Resources/Prefab/Items/PostSeasonRecordCell.prefab: nativeWidgets=13; missingScripts=1
Assets/Resources/Prefab/Items/SeasonRecordCell.prefab: nativeWidgets=11; missingScripts=2
Assets/Resources/Prefab/Items/SeasonScheduleCell.prefab: nativeWidgets=17; missingScripts=3
Assets/Resources/Prefab/Items/SetDeckCell.prefab: nativeWidgets=10; missingScripts=2
Assets/Resources/Prefab/Items/SkillIcon.prefab: nativeWidgets=5; missingScripts=1
Assets/Resources/Prefab/Items/TeamRecordCell.prefab: nativeWidgets=24; missingScripts=12
Assets/Resources/Prefab/LobbyUIManager.prefab: nativeWidgets=53; missingScripts=6
Assets/Resources/Prefab/UI Root.prefab: nativeWidgets=21; missingScripts=17
Assets/Resources/Prefab/UI/UI_Download.prefab: nativeWidgets=6; missingScripts=1
Assets/Resources/Prefab/UI/UI_Login.prefab: nativeWidgets=5; missingScripts=1
Assets/Resources/Prefab/UI/UI_Logo.prefab: nativeWidgets=3; missingScripts=1
Assets/Resources/Prefab/UI/UI_PopupConfirm.prefab: nativeWidgets=26; missingScripts=1
Assets/Resources/Prefab/UI/UI_Title.prefab: nativeWidgets=52; missingScripts=3
Assets/Resources/Prefab/UI/UI_TitlePopup.prefab: nativeWidgets=27; missingScripts=4
Assets/Resources/Prefab/UI/UI_ToastPopup.prefab: nativeWidgets=4; missingScripts=1
Assets/Resources/Scene/Intro.unity: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Baseball/UIScoreBoard.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Card/CardBaller.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Card/CardReward.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Card/lagacy/Card_Bat.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Card/lagacy/Card_Gear.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Card/lagacy/Card_Skill.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Comp/BallerTierSliderComp.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Comp/LeaderComponent.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Comp/ResultLeaderComp.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Comp/StandingComponent.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Effect/Effect_Apear.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/ETC/Background .prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/ETC/ItemAcquireFx_GameToken.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/ETC/ItemAcquireFx_Gem.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/ETC/ItemAcquireFx_Gold.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/FrontUI/FrontUI_IngameLoading.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/FrontUI/FrontUI_NetworkLoading.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/FrontUI/FrontUI_ToastPopup.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/FrontUI/FrontUI_Transition.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/FrontUI/Ui_RewardAcquisitionDirection.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Loading/UI_Loading.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_ChangeName.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_ChestReward.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_Equip.prefab: nativeWidgets=0; missingScripts=10
Assets/Resources/UI/Popup/Popup_Error.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_GameResult.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_GameSimulator.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_GearSetting.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_Inbox.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_LevelUp.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_Name.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_Pass.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_Promotion.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_Reward.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_RewardGet.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_RewardMonth.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_RewardWeek.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_Setting.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_Setting_Language.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_SkillSetting.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_Skin_Equip.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Popup/Popup_StatUpgrade.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_Update.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Popup/Popup_UserInfo.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Reward/lagacy/Reward_Bat.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_Bat_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_Energy.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_Energy_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_GameToken.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_GameToken_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_GearCard.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_GearCard_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_Gem.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_Gem_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_Gold.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_Gold_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_SkillCard.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_SkillCard_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_SkillPoint.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_SkillPoint_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_Skin.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_Skin_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_TP.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_TP_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_XP.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/lagacy/Reward_XP_s.prefab: nativeWidgets=0; missingScripts=1
Assets/Resources/UI/Reward/Reward_Item_small.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Reward/RewardItem.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Ui_RewardDirectionItem.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/UIFXManager.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_Ballers.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_BallersList.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_Inventory.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_LobbyRe.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_ParameterTester.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_Pass.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_Ranking.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_RTTS.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_RTTS_back.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_RTTSResult.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_Shop.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_Stage_Select.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_Tournament.prefab: nativeWidgets=0; missingScripts=0
Assets/Resources/UI/Window/UI_TrophyRoad.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_atlas.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_card_grade_num.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_card_silver_num.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_card_silver_num_mini.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_card_yellow_num.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_card_yellow_num_mini.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_lobbyUI.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_mainui_blue.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_mainui_yellow.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_mainui_yellow2.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_ui_white_big.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/bitmapfont_num/bitmapfont_ui_white_small.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardGradeUp_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardGradeUp2_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardGradeUp3_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBase_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBase2_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBase4Grade_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBase4Grade2_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBase4Grade3_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBase4Grade4_PRE.prefab: nativeWidgets=0; missingScripts=0
